Gender,Name,Time,Distance,moyenne/athlete/3k,moyenne/générale/3k,Rapport(Athlete/moyenne)3k au KM,moyenne/athlete/5k,moyenne/générale/5k,Rapport(Athlete/moyenne)5k au km,moyenne/athlete/10k,moyenne/générale/10k,Rapport(Athlete/moyenne)10k au km,moyenne/athlete/21k,moyenne/générale/21k,Rapport(Athlete/moyenne)21k au km,moyenne/athlete/42k,moyenne/générale/42k,Rapport(Athlete/moyenne)42k au km,Score/athlete,T/K,Score/athlete/moyenne
M,marco,7560.0,21000,,,,,5.167318295739348,,,5.260582191780823,,6.0,5.400638612033961,0.5993613879660389,,5.858582883325151,,0.5993613879660389,6.0,0.5993613879660389
M,marco,7560.0,21000,,,,,5.167318295739348,,,5.260582191780823,,6.0,5.400638612033961,0.5993613879660389,,5.858582883325151,,0.5993613879660389,6.0,0.5993613879660389
