Gender,Name,Time,Distance,moyenne/athlete/3k,moyenne/générale/3k,Rapport(Athlete/moyenne)3k au KM,moyenne/athlete/5k,moyenne/générale/5k,Rapport(Athlete/moyenne)5k au km,moyenne/athlete/10k,moyenne/générale/10k,Rapport(Athlete/moyenne)10k au km,moyenne/athlete/21k,moyenne/générale/21k,Rapport(Athlete/moyenne)21k au km,moyenne/athlete/42k,moyenne/générale/42k,Rapport(Athlete/moyenne)42k au km,Score/athlete,T/K,Score/athlete/moyenne
M,gofro,1800.0,5000,,5.297647058823529,,6.0,5.099620596205962,0.9003794037940382,,5.224875444839858,,,5.376844293272865,,,5.842671394799056,,0.9003794037940382,6.0,0.9003794037940382
M,gofro,1800.0,5000,,,,6.0,5.099620596205962,0.9003794037940382,,5.224875444839858,,,5.376844293272865,,,5.842671394799056,,0.9003794037940382,6.0,0.9003794037940382
