Gender,Name,Time,Distance,T/K,moyenne/athlete/5k,moyenne/générale/5k,Rapport(Athlete/moyenne)5k au km,moyenne/athlete/10k,moyenne/générale/10k,Rapport(Athlete/moyenne)10k au km,moyenne/athlete/21k,moyenne/générale/21k,Rapport(Athlete/moyenne)21k au km,moyenne/athlete/42k,moyenne/générale/42k,Rapport(Athlete/moyenne)42k au km,Score/athlete,Score/athlete/moyenne,Code,Question,Reponse
M,l1063,2683.0,10000,4.471666666666667,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l1064,2686.0,10000,4.4766666666666675,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l1066,2701.0,10000,4.501666666666667,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l1069,2717.0,10000,4.528333333333333,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l1070,2727.0,10000,4.545,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l1071,2733.0,10000,4.555000000000001,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l1072,2740.0,10000,4.566666666666666,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l1074,2745.0,10000,4.575,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l1075,2746.0,10000,4.576666666666667,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l1076,2746.0,10000,4.576666666666667,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l1077,2747.0,10000,4.578333333333333,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l1078,2766.0,10000,4.61,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l1079,2771.0,10000,4.618333333333334,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l1080,2775.0,10000,4.625,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l1081,2785.0,10000,4.641666666666667,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l1082,2795.0,10000,4.658333333333333,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l1083,2798.0,10000,4.663333333333333,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l1084,2798.0,10000,4.663333333333333,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l1085,2810.0,10000,4.683333333333334,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l1086,2811.0,10000,4.6850000000000005,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l1087,2815.0,10000,4.691666666666666,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l1088,2826.0,10000,4.71,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l1089,2826.0,10000,4.71,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l1090,2830.0,10000,4.716666666666667,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l1091,2843.0,10000,4.738333333333333,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l1092,2851.0,10000,4.751666666666667,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l1093,2859.0,10000,4.765,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l1094,2868.0,10000,4.78,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l1095,2874.0,10000,4.79,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l1096,2881.0,10000,4.801666666666667,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l1097,2895.0,10000,4.825,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l1098,2901.0,10000,4.835,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l1099,2905.0,10000,4.841666666666667,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l10101,2908.0,10000,4.846666666666667,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l10103,2909.0,10000,4.848333333333333,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l10104,2911.0,10000,4.8516666666666675,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l10105,2912.0,10000,4.8533333333333335,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l10106,2912.0,10000,4.8533333333333335,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l10108,2920.0,10000,4.866666666666666,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l10109,2925.0,10000,4.875,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l10111,2931.0,10000,4.885000000000001,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l10112,2935.0,10000,4.891666666666667,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l10113,2939.0,10000,4.8983333333333325,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l10114,2945.0,10000,4.908333333333333,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l10115,2945.0,10000,4.908333333333333,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l10116,2947.0,10000,4.911666666666666,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l10117,2947.0,10000,4.911666666666666,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l10118,2952.0,10000,4.92,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l10119,2959.0,10000,4.931666666666667,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l10120,2962.0,10000,4.9366666666666665,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l10121,2966.0,10000,4.943333333333333,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l10122,2975.0,10000,4.958333333333333,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l10123,2977.0,10000,4.961666666666667,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l10124,2978.0,10000,4.963333333333334,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l10125,2983.0,10000,4.971666666666667,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l10126,2987.0,10000,4.9783333333333335,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l10127,2988.0,10000,4.98,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l10129,2994.0,10000,4.989999999999999,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l10130,2996.0,10000,4.993333333333334,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l10131,2999.0,10000,4.998333333333333,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l10132,3001.0,10000,5.001666666666667,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l10133,3001.0,10000,5.001666666666667,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l10134,3002.0,10000,5.003333333333333,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l10135,3008.0,10000,5.013333333333334,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l10136,3016.0,10000,5.026666666666667,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l10137,3021.0,10000,5.035,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l10138,3026.0,10000,5.043333333333334,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l10139,3030.0,10000,5.05,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l10140,3030.0,10000,5.05,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l10141,3032.0,10000,5.053333333333333,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l10142,3047.0,10000,5.078333333333333,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l10143,3049.0,10000,5.081666666666666,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
M,l10144,3049.0,10000,5.081666666666666,,4.912042042042042,,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,0.0,0.0,,,
