Gender,Name,Time,Distance,T/K,moyenne/athlete/5k,moyenne/générale/5k,Rapport(Athlete/moyenne)5k au km,moyenne/athlete/10k,moyenne/générale/10k,Rapport(Athlete/moyenne)10k au km,moyenne/athlete/21k,moyenne/générale/21k,Rapport(Athlete/moyenne)21k au km,moyenne/athlete/42k,moyenne/générale/42k,Rapport(Athlete/moyenne)42k au km,Score/athlete,Score/athlete/moyenne
M, gof,1800.0,5000,6.0,6.0,4.849873015873016,1.1501269841269837,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,1.1501269841269837,1.1501269841269837
M, gof,1800.0,5000,6.0,6.0,4.849873015873016,1.1501269841269837,,5.2072388059701495,,,5.305701249904149,,,5.752294685990339,,1.1501269841269837,1.1501269841269837
