Gender,Name,Time,Distance,moyenne/athlete/3k,moyenne/générale/3k,Rapport(Athlete/moyenne)3k au KM,moyenne/athlete/5k,moyenne/générale/5k,Rapport(Athlete/moyenne)5k au km,moyenne/athlete/10k,moyenne/générale/10k,Rapport(Athlete/moyenne)10k au km,moyenne/athlete/21k,moyenne/générale/21k,Rapport(Athlete/moyenne)21k au km,moyenne/athlete/42k,moyenne/générale/42k,Rapport(Athlete/moyenne)42k au km,Score/athlete,T/K,Score/athlete/moyenne
M,l1030,2503.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.171666666666667,0.0
M,l1031,2524.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.206666666666667,0.0
M,l1032,2530.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.216666666666667,0.0
M,l1033,2547.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.245,0.0
M,l1034,2548.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.246666666666667,0.0
M,l1035,2557.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.261666666666667,0.0
M,l1036,2557.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.261666666666667,0.0
M,l1037,2560.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.266666666666667,0.0
M,l1038,2561.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.2683333333333335,0.0
M,l1039,2566.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.276666666666667,0.0
M,l1040,2569.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.281666666666666,0.0
M,l1041,2574.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.29,0.0
M,l1042,2581.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.301666666666667,0.0
M,l1043,2584.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.306666666666667,0.0
M,l1044,2584.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.306666666666667,0.0
M,l1045,2585.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.308333333333334,0.0
M,l1046,2603.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.338333333333334,0.0
M,l1047,2603.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.338333333333334,0.0
M,l1048,2627.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.378333333333333,0.0
M,l1049,2631.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.385000000000001,0.0
M,l1050,2632.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.386666666666667,0.0
M,l1051,2635.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.391666666666667,0.0
M,l1052,2645.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.408333333333333,0.0
M,l1053,2647.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.411666666666666,0.0
M,l1054,2648.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.413333333333333,0.0
M,l1055,2653.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.421666666666667,0.0
M,l1056,2653.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.421666666666667,0.0
M,l1058,2657.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.428333333333333,0.0
M,l1059,2680.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.466666666666667,0.0
M,l1061,2682.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.47,0.0
M,l1062,2682.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.47,0.0
M,l1063,2683.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.471666666666667,0.0
M,l1064,2686.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.4766666666666675,0.0
M,l1066,2701.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.501666666666667,0.0
M,l1069,2717.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.528333333333333,0.0
M,l1070,2727.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.545,0.0
M,l1071,2733.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.555000000000001,0.0
M,l1072,2740.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.566666666666666,0.0
M,l1074,2745.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.575,0.0
M,l1075,2746.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.576666666666667,0.0
M,l1076,2746.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.576666666666667,0.0
M,l1077,2747.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.578333333333333,0.0
M,l1078,2766.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.61,0.0
M,l1079,2771.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.618333333333334,0.0
M,l1080,2775.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.625,0.0
M,l1081,2785.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.641666666666667,0.0
M,l1082,2795.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.658333333333333,0.0
M,l1083,2798.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.663333333333333,0.0
M,l1084,2798.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.663333333333333,0.0
M,l1085,2810.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.683333333333334,0.0
M,l1086,2811.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.6850000000000005,0.0
M,l1087,2815.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.691666666666666,0.0
M,l1088,2826.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.71,0.0
M,l1089,2826.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.71,0.0
M,l1090,2830.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.716666666666667,0.0
M,l1091,2843.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.738333333333333,0.0
M,l1092,2851.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.751666666666667,0.0
M,l1093,2859.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.765,0.0
M,l1094,2868.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.78,0.0
M,l1095,2874.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.79,0.0
M,l1096,2881.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.801666666666667,0.0
M,l1097,2895.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.825,0.0
M,l1098,2901.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.835,0.0
M,l1099,2905.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.841666666666667,0.0
M,l10101,2908.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.846666666666667,0.0
M,l10103,2909.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.848333333333333,0.0
M,l10104,2911.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.8516666666666675,0.0
M,l10105,2912.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.8533333333333335,0.0
M,l10106,2912.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.8533333333333335,0.0
M,l10108,2920.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.866666666666666,0.0
M,l10109,2925.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.875,0.0
M,l10111,2931.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.885000000000001,0.0
M,l10112,2935.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.891666666666667,0.0
M,l10113,2939.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.8983333333333325,0.0
M,l10114,2945.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.908333333333333,0.0
M,l10115,2945.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.908333333333333,0.0
M,l10116,2947.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.911666666666666,0.0
M,l10117,2947.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.911666666666666,0.0
M,l10118,2952.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.92,0.0
M,l10119,2959.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.931666666666667,0.0
M,l10120,2962.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.9366666666666665,0.0
M,l10121,2966.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.943333333333333,0.0
M,l10122,2975.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.958333333333333,0.0
M,l10123,2977.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.961666666666667,0.0
M,l10124,2978.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.963333333333334,0.0
M,l10125,2983.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.971666666666667,0.0
M,l10126,2987.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.9783333333333335,0.0
M,l10127,2988.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.98,0.0
M,l10129,2994.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.989999999999999,0.0
M,l10130,2996.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.993333333333334,0.0
M,l10131,2999.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,4.998333333333333,0.0
M,l10132,3001.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.001666666666667,0.0
M,l10133,3001.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.001666666666667,0.0
M,l10134,3002.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.003333333333333,0.0
M,l10135,3008.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.013333333333334,0.0
M,l10136,3016.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.026666666666667,0.0
M,l10137,3021.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.035,0.0
M,l10138,3026.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.043333333333334,0.0
M,l10139,3030.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.05,0.0
M,l10140,3030.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.05,0.0
M,l10141,3032.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.053333333333333,0.0
M,l10142,3047.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.078333333333333,0.0
M,l10143,3049.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.081666666666666,0.0
M,l10144,3049.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.081666666666666,0.0
M,l10145,3052.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.086666666666667,0.0
M,l10148,3070.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.116666666666666,0.0
M,l10149,3071.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.118333333333334,0.0
M,l10151,3078.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.13,0.0
M,l10153,3087.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.145,0.0
M,l10154,3088.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.1466666666666665,0.0
M,l10156,3095.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.158333333333333,0.0
M,l10157,3096.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.16,0.0
M,l10160,3112.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.1866666666666665,0.0
M,l10161,3112.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.1866666666666665,0.0
M,l10162,3113.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.1883333333333335,0.0
M,l10163,3119.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.198333333333333,0.0
M,l10164,3125.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.208333333333333,0.0
M,l10166,3128.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.213333333333334,0.0
M,l10167,3129.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.215,0.0
M,l10168,3129.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.215,0.0
M,l10170,3137.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.2283333333333335,0.0
M,l10171,3139.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.2316666666666665,0.0
M,l10172,3141.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.235,0.0
M,l10173,3145.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.241666666666666,0.0
M,l10174,3149.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.248333333333333,0.0
M,l10175,3152.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.253333333333333,0.0
M,l10176,3152.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.253333333333333,0.0
M,l10177,3159.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.265,0.0
M,l10179,3175.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.291666666666667,0.0
M,l10180,3183.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.305000000000001,0.0
M,l10181,3188.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.3133333333333335,0.0
M,l10183,3191.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.318333333333333,0.0
M,l10184,3191.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.318333333333333,0.0
M,l10185,3200.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.333333333333333,0.0
M,l10187,3201.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.335,0.0
M,l10188,3202.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.336666666666667,0.0
M,l10189,3210.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.35,0.0
M,l10191,3215.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.358333333333333,0.0
M,l10192,3215.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.358333333333333,0.0
M,l10194,3229.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.381666666666666,0.0
M,l10195,3229.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.381666666666666,0.0
M,l10196,3238.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.3966666666666665,0.0
M,l10199,3253.0,10000,,4.617292377701935,,,4.968515406162465,,,5.169139784946236,,,5.300339590964591,,,5.751885987369859,,0.0,5.421666666666667,0.0
