Gender,Name,Time,Distance,average_speed,K/H
M,l2117,5331.0,21000.0,3.939223410241981,14.181204276871131
M,l2118,5341.0,21000.0,3.931847968545216,14.15465268676278
M,l2119,5377.0,21000.0,3.905523526129812,14.059884694067325
M,l2120,5379.0,21000.0,3.9040713887339655,14.054656999442276
M,l2121,5397.0,21000.0,3.891050583657588,14.007782101167315
M,l2122,5404.0,21000.0,3.886010362694301,13.989637305699482
M,l2123,5419.0,21000.0,3.8752537368518176,13.950913452666544
M,l2124,5432.0,21000.0,3.865979381443299,13.917525773195877
M,l2125,5439.0,21000.0,3.861003861003861,13.8996138996139
M,l2127,5476.0,21000.0,3.8349159970781592,13.805697589481372
M,l2128,5482.0,21000.0,3.8307187157971545,13.790587376869755
M,l2129,5484.0,21000.0,3.8293216630196936,13.785557986870897
M,l2130,5492.0,21000.0,3.823743627093955,13.765477057538238
M,l2131,5496.0,21000.0,3.820960698689957,13.755458515283843
M,l2132,5517.0,21000.0,3.806416530723219,13.70309951060359
M,l2133,5527.0,21000.0,3.799529582051746,13.678306495386284
M,l2134,5529.0,21000.0,3.798155181768855,13.673358654367878
M,l2135,5541.0,21000.0,3.7899296155928535,13.643746616134273
M,l2136,5563.0,21000.0,3.774941578285098,13.589789681826351
M,l2137,5567.0,21000.0,3.772229207831866,13.580025148194718
M,l2138,5587.0,21000.0,3.758725613030249,13.531412206908897
M,l2139,5614.0,21000.0,3.740648379052369,13.46633416458853
M,l2140,5615.0,21000.0,3.739982190560997,13.46393588601959
M,l2141,5616.0,21000.0,3.73931623931624,13.461538461538462
M,l2142,5632.0,21000.0,3.7286931818181817,13.423295454545451
M,l2143,5642.0,21000.0,3.7220843672456576,13.399503722084368
M,l2144,5647.0,21000.0,3.718788737382681,13.387639454577654
M,l2145,5686.0,21000.0,3.693281744635948,13.295814280689411
M,l2146,5703.0,21000.0,3.682272488164124,13.256180957390846
M,l2147,5704.0,21000.0,3.681626928471248,13.253856942496494
M,l2148,5711.0,21000.0,3.677114340745929,13.237611626685345
M,l2149,5712.0,21000.0,3.676470588235294,13.235294117647058
M,l2150,5748.0,21000.0,3.653444676409186,13.152400835073069
M,l2151,5753.0,21000.0,3.65026942464801,13.140969928732837
M,l2152,5760.0,21000.0,3.6458333333333335,13.125
M,l2154,5777.0,21000.0,3.6351047256361433,13.086377012290114
M,l2156,5812.0,21000.0,3.613214039917412,13.007570543702684
M,l2159,5846.0,21000.0,3.59219979473144,12.931919261033183
M,l2160,5879.0,21000.0,3.5720360605545163,12.859329817996258
M,l2162,5907.0,21000.0,3.555104113763332,12.798374809547994
M,l2164,5940.0,21000.0,3.5353535353535355,12.727272727272728
M,l2165,5970.0,21000.0,3.5175879396984926,12.663316582914574
M,l2166,5971.0,21000.0,3.5169988276670576,12.661195779601409
M,l2167,5975.0,21000.0,3.514644351464435,12.652719665271968
M,l2169,5984.0,21000.0,3.5093582887700534,12.633689839572192
M,l2170,5988.0,21000.0,3.5070140280561124,12.625250501002006
M,l2172,6049.0,21000.0,3.471648206315093,12.497933542734335
M,l2173,6060.0,21000.0,3.4653465346534653,12.475247524752474
M,l2174,6061.0,21000.0,3.4647747896386734,12.473189242699224
M,l2175,6073.0,21000.0,3.4579285361435863,12.44854273011691
M,l2176,6078.0,21000.0,3.455083909180652,12.438302073050345
M,l2177,6080.0,21000.0,3.4539473684210527,12.43421052631579
M,l2181,6129.0,21000.0,3.426333822809594,12.334801762114536
