Gender,Name,Time,Distance,moyenne/athlete/3k,moyenne/générale/3k,Rapport(Athlete/moyenne)3k au KM,moyenne/athlete/5k,moyenne/générale/5k,Rapport(Athlete/moyenne)5k au km,moyenne/athlete/10k,moyenne/générale/10k,Rapport(Athlete/moyenne)10k au km,moyenne/athlete/21k,moyenne/générale/21k,Rapport(Athlete/moyenne)21k au km,moyenne/athlete/42k,moyenne/générale/42k,Rapport(Athlete/moyenne)42k au km,Score/athlete
M,l103,2166.0,10000,,13.533718244803696,,,25.054648526077095,,36.1,53.85720108695652,-1.775720108695652,,118.46145552560647,,,249.88817663817662,,-1.775720108695652
M,l104,2174.0,10000,,13.533718244803696,,,25.054648526077095,,36.233333333333334,53.85720108695652,-1.7623867753623188,,118.46145552560647,,,249.88817663817662,,-1.7623867753623188
M,l105,2177.0,10000,,13.533718244803696,,,25.054648526077095,,36.28333333333333,53.85720108695652,-1.7573867753623191,,118.46145552560647,,,249.88817663817662,,-1.7573867753623191
M,l106,2241.0,10000,,13.533718244803696,,,25.054648526077095,,37.35,53.85720108695652,-1.650720108695652,,118.46145552560647,,,249.88817663817662,,-1.650720108695652
M,l107,2272.0,10000,,13.533718244803696,,,25.054648526077095,,37.86666666666667,53.85720108695652,-1.5990534420289855,,118.46145552560647,,,249.88817663817662,,-1.5990534420289855
M,l108,2297.0,10000,,13.533718244803696,,,25.054648526077095,,38.28333333333333,53.85720108695652,-1.557386775362319,,118.46145552560647,,,249.88817663817662,,-1.557386775362319
M,l109,2298.0,10000,,13.533718244803696,,,25.054648526077095,,38.3,53.85720108695652,-1.5557201086956525,,118.46145552560647,,,249.88817663817662,,-1.5557201086956525
M,l1010,2308.0,10000,,13.533718244803696,,,25.054648526077095,,38.46666666666667,53.85720108695652,-1.5390534420289854,,118.46145552560647,,,249.88817663817662,,-1.5390534420289854
M,l1011,2318.0,10000,,13.533718244803696,,,25.054648526077095,,38.63333333333333,53.85720108695652,-1.5223867753623188,,118.46145552560647,,,249.88817663817662,,-1.5223867753623188
M,l1012,2334.0,10000,,13.533718244803696,,,25.054648526077095,,38.9,53.85720108695652,-1.4957201086956524,,118.46145552560647,,,249.88817663817662,,-1.4957201086956524
M,l1013,2342.0,10000,,13.533718244803696,,,25.054648526077095,,39.03333333333333,53.85720108695652,-1.482386775362319,,118.46145552560647,,,249.88817663817662,,-1.482386775362319
M,l1014,2346.0,10000,,13.533718244803696,,,25.054648526077095,,39.1,53.85720108695652,-1.475720108695652,,118.46145552560647,,,249.88817663817662,,-1.475720108695652
M,l1015,2350.0,10000,,13.533718244803696,,,25.054648526077095,,39.166666666666664,53.85720108695652,-1.4690534420289858,,118.46145552560647,,,249.88817663817662,,-1.4690534420289858
M,l1016,2356.0,10000,,13.533718244803696,,,25.054648526077095,,39.266666666666666,53.85720108695652,-1.4590534420289856,,118.46145552560647,,,249.88817663817662,,-1.4590534420289856
M,l1017,2360.0,10000,,13.533718244803696,,,25.054648526077095,,39.333333333333336,53.85720108695652,-1.4523867753623185,,118.46145552560647,,,249.88817663817662,,-1.4523867753623185
M,l1018,2364.0,10000,,13.533718244803696,,,25.054648526077095,,39.4,53.85720108695652,-1.4457201086956524,,118.46145552560647,,,249.88817663817662,,-1.4457201086956524
M,l1019,2369.0,10000,,13.533718244803696,,,25.054648526077095,,39.483333333333334,53.85720108695652,-1.4373867753623188,,118.46145552560647,,,249.88817663817662,,-1.4373867753623188
M,l1020,2399.0,10000,,13.533718244803696,,,25.054648526077095,,39.983333333333334,53.85720108695652,-1.3873867753623188,,118.46145552560647,,,249.88817663817662,,-1.3873867753623188
M,l1021,2401.0,10000,,13.533718244803696,,,25.054648526077095,,40.016666666666666,53.85720108695652,-1.3840534420289856,,118.46145552560647,,,249.88817663817662,,-1.3840534420289856
M,l1022,2428.0,10000,,13.533718244803696,,,25.054648526077095,,40.46666666666667,53.85720108695652,-1.3390534420289852,,118.46145552560647,,,249.88817663817662,,-1.3390534420289852
M,l1023,2430.0,10000,,13.533718244803696,,,25.054648526077095,,40.5,53.85720108695652,-1.3357201086956523,,118.46145552560647,,,249.88817663817662,,-1.3357201086956523
M,l1024,2434.0,10000,,13.533718244803696,,,25.054648526077095,,40.56666666666667,53.85720108695652,-1.3290534420289852,,118.46145552560647,,,249.88817663817662,,-1.3290534420289852
M,l1025,2438.0,10000,,13.533718244803696,,,25.054648526077095,,40.63333333333333,53.85720108695652,-1.3223867753623189,,118.46145552560647,,,249.88817663817662,,-1.3223867753623189
M,l1026,2460.0,10000,,13.533718244803696,,,25.054648526077095,,41.0,53.85720108695652,-1.2857201086956522,,118.46145552560647,,,249.88817663817662,,-1.2857201086956522
M,l1027,2463.0,10000,,13.533718244803696,,,25.054648526077095,,41.05,53.85720108695652,-1.2807201086956526,,118.46145552560647,,,249.88817663817662,,-1.2807201086956526
M,l1028,2493.0,10000,,13.533718244803696,,,25.054648526077095,,41.55,53.85720108695652,-1.2307201086956525,,118.46145552560647,,,249.88817663817662,,-1.2307201086956525
M,l1029,2503.0,10000,,13.533718244803696,,,25.054648526077095,,41.71666666666667,53.85720108695652,-1.2140534420289852,,118.46145552560647,,,249.88817663817662,,-1.2140534420289852
M,l1030,2503.0,10000,,13.533718244803696,,,25.054648526077095,,41.71666666666667,53.85720108695652,-1.2140534420289852,,118.46145552560647,,,249.88817663817662,,-1.2140534420289852
M,l1031,2524.0,10000,,13.533718244803696,,,25.054648526077095,,42.06666666666667,53.85720108695652,-1.179053442028985,,118.46145552560647,,,249.88817663817662,,-1.179053442028985
M,l1032,2530.0,10000,,13.533718244803696,,,25.054648526077095,,42.166666666666664,53.85720108695652,-1.1690534420289858,,118.46145552560647,,,249.88817663817662,,-1.1690534420289858
M,l1033,2547.0,10000,,13.533718244803696,,,25.054648526077095,,42.45,53.85720108695652,-1.140720108695652,,118.46145552560647,,,249.88817663817662,,-1.140720108695652
M,l1034,2548.0,10000,,13.533718244803696,,,25.054648526077095,,42.46666666666667,53.85720108695652,-1.1390534420289853,,118.46145552560647,,,249.88817663817662,,-1.1390534420289853
M,l1035,2557.0,10000,,13.533718244803696,,,25.054648526077095,,42.61666666666667,53.85720108695652,-1.1240534420289854,,118.46145552560647,,,249.88817663817662,,-1.1240534420289854
M,l1036,2557.0,10000,,13.533718244803696,,,25.054648526077095,,42.61666666666667,53.85720108695652,-1.1240534420289854,,118.46145552560647,,,249.88817663817662,,-1.1240534420289854
M,l1037,2560.0,10000,,13.533718244803696,,,25.054648526077095,,42.666666666666664,53.85720108695652,-1.1190534420289857,,118.46145552560647,,,249.88817663817662,,-1.1190534420289857
M,l1038,2561.0,10000,,13.533718244803696,,,25.054648526077095,,42.68333333333333,53.85720108695652,-1.1173867753623192,,118.46145552560647,,,249.88817663817662,,-1.1173867753623192
M,l1039,2566.0,10000,,13.533718244803696,,,25.054648526077095,,42.766666666666666,53.85720108695652,-1.1090534420289857,,118.46145552560647,,,249.88817663817662,,-1.1090534420289857
M,l1040,2569.0,10000,,13.533718244803696,,,25.054648526077095,,42.81666666666667,53.85720108695652,-1.1040534420289851,,118.46145552560647,,,249.88817663817662,,-1.1040534420289851
M,l1041,2574.0,10000,,13.533718244803696,,,25.054648526077095,,42.9,53.85720108695652,-1.0957201086956523,,118.46145552560647,,,249.88817663817662,,-1.0957201086956523
M,l1042,2581.0,10000,,13.533718244803696,,,25.054648526077095,,43.016666666666666,53.85720108695652,-1.0840534420289856,,118.46145552560647,,,249.88817663817662,,-1.0840534420289856
M,l1043,2584.0,10000,,13.533718244803696,,,25.054648526077095,,43.06666666666667,53.85720108695652,-1.0790534420289852,,118.46145552560647,,,249.88817663817662,,-1.0790534420289852
M,l1044,2584.0,10000,,13.533718244803696,,,25.054648526077095,,43.06666666666667,53.85720108695652,-1.0790534420289852,,118.46145552560647,,,249.88817663817662,,-1.0790534420289852
M,l1045,2585.0,10000,,13.533718244803696,,,25.054648526077095,,43.083333333333336,53.85720108695652,-1.0773867753623185,,118.46145552560647,,,249.88817663817662,,-1.0773867753623185
M,l1046,2603.0,10000,,13.533718244803696,,,25.054648526077095,,43.38333333333333,53.85720108695652,-1.047386775362319,,118.46145552560647,,,249.88817663817662,,-1.047386775362319
M,l1047,2603.0,10000,,13.533718244803696,,,25.054648526077095,,43.38333333333333,53.85720108695652,-1.047386775362319,,118.46145552560647,,,249.88817663817662,,-1.047386775362319
M,l1048,2627.0,10000,,13.533718244803696,,,25.054648526077095,,43.78333333333333,53.85720108695652,-1.0073867753623191,,118.46145552560647,,,249.88817663817662,,-1.0073867753623191
M,l1049,2631.0,10000,,13.533718244803696,,,25.054648526077095,,43.85,53.85720108695652,-1.000720108695652,,118.46145552560647,,,249.88817663817662,,-1.000720108695652
M,l1050,2632.0,10000,,13.533718244803696,,,25.054648526077095,,43.86666666666667,53.85720108695652,-0.9990534420289855,,118.46145552560647,,,249.88817663817662,,-0.9990534420289855
M,l1051,2635.0,10000,,13.533718244803696,,,25.054648526077095,,43.916666666666664,53.85720108695652,-0.9940534420289857,,118.46145552560647,,,249.88817663817662,,-0.9940534420289857
M,l1052,2645.0,10000,,13.533718244803696,,,25.054648526077095,,44.083333333333336,53.85720108695652,-0.9773867753623187,,118.46145552560647,,,249.88817663817662,,-0.9773867753623187
M,l1053,2647.0,10000,,13.533718244803696,,,25.054648526077095,,44.11666666666667,53.85720108695652,-0.9740534420289855,,118.46145552560647,,,249.88817663817662,,-0.9740534420289855
M,l1054,2648.0,10000,,13.533718244803696,,,25.054648526077095,,44.13333333333333,53.85720108695652,-0.9723867753623189,,118.46145552560647,,,249.88817663817662,,-0.9723867753623189
M,l1055,2653.0,10000,,13.533718244803696,,,25.054648526077095,,44.21666666666667,53.85720108695652,-0.9640534420289854,,118.46145552560647,,,249.88817663817662,,-0.9640534420289854
M,l1056,2653.0,10000,,13.533718244803696,,,25.054648526077095,,44.21666666666667,53.85720108695652,-0.9640534420289854,,118.46145552560647,,,249.88817663817662,,-0.9640534420289854
M,l1058,2657.0,10000,,13.533718244803696,,,25.054648526077095,,44.28333333333333,53.85720108695652,-0.9573867753623191,,118.46145552560647,,,249.88817663817662,,-0.9573867753623191
M,l1059,2680.0,10000,,13.533718244803696,,,25.054648526077095,,44.666666666666664,53.85720108695652,-0.9190534420289858,,118.46145552560647,,,249.88817663817662,,-0.9190534420289858
M,l1061,2682.0,10000,,13.533718244803696,,,25.054648526077095,,44.7,53.85720108695652,-0.9157201086956519,,118.46145552560647,,,249.88817663817662,,-0.9157201086956519
