Gender,Name,Time,Distance,moyenne/athlete/3k,moyenne/générale/3k,Rapport(Athlete/moyenne)3k au KM,moyenne/athlete/5k,moyenne/générale/5k,Rapport(Athlete/moyenne)5k au km,moyenne/athlete/10k,moyenne/générale/10k,Rapport(Athlete/moyenne)10k au km,moyenne/athlete/21k,moyenne/générale/21k,Rapport(Athlete/moyenne)21k au km,moyenne/athlete/42k,moyenne/générale/42k,Rapport(Athlete/moyenne)42k au km,Score/athlete
M,l1062,2682.0,10000,,13.533718244803696,,,25.054648526077095,,44.7,53.85720108695652,-0.9157201086956519,,118.46145552560647,,,249.88817663817662,,-0.9157201086956519
M,l1063,2683.0,10000,,13.533718244803696,,,25.054648526077095,,44.71666666666667,53.85720108695652,-0.9140534420289853,,118.46145552560647,,,249.88817663817662,,-0.9140534420289853
M,l1064,2686.0,10000,,13.533718244803696,,,25.054648526077095,,44.766666666666666,53.85720108695652,-0.9090534420289856,,118.46145552560647,,,249.88817663817662,,-0.9090534420289856
M,l1066,2701.0,10000,,13.533718244803696,,,25.054648526077095,,45.016666666666666,53.85720108695652,-0.8840534420289856,,118.46145552560647,,,249.88817663817662,,-0.8840534420289856
M,l1069,2717.0,10000,,13.533718244803696,,,25.054648526077095,,45.28333333333333,53.85720108695652,-0.857386775362319,,118.46145552560647,,,249.88817663817662,,-0.857386775362319
M,l1070,2727.0,10000,,13.533718244803696,,,25.054648526077095,,45.45,53.85720108695652,-0.840720108695652,,118.46145552560647,,,249.88817663817662,,-0.840720108695652
M,l1071,2733.0,10000,,13.533718244803696,,,25.054648526077095,,45.55,53.85720108695652,-0.8307201086956525,,118.46145552560647,,,249.88817663817662,,-0.8307201086956525
M,l1072,2740.0,10000,,13.533718244803696,,,25.054648526077095,,45.666666666666664,53.85720108695652,-0.8190534420289858,,118.46145552560647,,,249.88817663817662,,-0.8190534420289858
M,l1074,2745.0,10000,,13.533718244803696,,,25.054648526077095,,45.75,53.85720108695652,-0.8107201086956521,,118.46145552560647,,,249.88817663817662,,-0.8107201086956521
M,l1075,2746.0,10000,,13.533718244803696,,,25.054648526077095,,45.766666666666666,53.85720108695652,-0.8090534420289857,,118.46145552560647,,,249.88817663817662,,-0.8090534420289857
M,l1076,2746.0,10000,,13.533718244803696,,,25.054648526077095,,45.766666666666666,53.85720108695652,-0.8090534420289857,,118.46145552560647,,,249.88817663817662,,-0.8090534420289857
M,l1077,2747.0,10000,,13.533718244803696,,,25.054648526077095,,45.78333333333333,53.85720108695652,-0.8073867753623191,,118.46145552560647,,,249.88817663817662,,-0.8073867753623191
M,l1078,2766.0,10000,,13.533718244803696,,,25.054648526077095,,46.1,53.85720108695652,-0.775720108695652,,118.46145552560647,,,249.88817663817662,,-0.775720108695652
M,l1079,2771.0,10000,,13.533718244803696,,,25.054648526077095,,46.18333333333333,53.85720108695652,-0.7673867753623191,,118.46145552560647,,,249.88817663817662,,-0.7673867753623191
M,l1080,2775.0,10000,,13.533718244803696,,,25.054648526077095,,46.25,53.85720108695652,-0.7607201086956522,,118.46145552560647,,,249.88817663817662,,-0.7607201086956522
M,l1081,2785.0,10000,,13.533718244803696,,,25.054648526077095,,46.416666666666664,53.85720108695652,-0.7440534420289857,,118.46145552560647,,,249.88817663817662,,-0.7440534420289857
M,l1082,2795.0,10000,,13.533718244803696,,,25.054648526077095,,46.583333333333336,53.85720108695652,-0.7273867753623187,,118.46145552560647,,,249.88817663817662,,-0.7273867753623187
M,l1083,2798.0,10000,,13.533718244803696,,,25.054648526077095,,46.63333333333333,53.85720108695652,-0.7223867753623189,,118.46145552560647,,,249.88817663817662,,-0.7223867753623189
M,l1084,2798.0,10000,,13.533718244803696,,,25.054648526077095,,46.63333333333333,53.85720108695652,-0.7223867753623189,,118.46145552560647,,,249.88817663817662,,-0.7223867753623189
M,l1085,2810.0,10000,,13.533718244803696,,,25.054648526077095,,46.833333333333336,53.85720108695652,-0.7023867753623186,,118.46145552560647,,,249.88817663817662,,-0.7023867753623186
M,l1086,2811.0,10000,,13.533718244803696,,,25.054648526077095,,46.85,53.85720108695652,-0.700720108695652,,118.46145552560647,,,249.88817663817662,,-0.700720108695652
M,l1087,2815.0,10000,,13.533718244803696,,,25.054648526077095,,46.916666666666664,53.85720108695652,-0.6940534420289858,,118.46145552560647,,,249.88817663817662,,-0.6940534420289858
M,l1088,2826.0,10000,,13.533718244803696,,,25.054648526077095,,47.1,53.85720108695652,-0.675720108695652,,118.46145552560647,,,249.88817663817662,,-0.675720108695652
M,l1089,2826.0,10000,,13.533718244803696,,,25.054648526077095,,47.1,53.85720108695652,-0.675720108695652,,118.46145552560647,,,249.88817663817662,,-0.675720108695652
M,l1090,2830.0,10000,,13.533718244803696,,,25.054648526077095,,47.166666666666664,53.85720108695652,-0.6690534420289858,,118.46145552560647,,,249.88817663817662,,-0.6690534420289858
M,l1091,2843.0,10000,,13.533718244803696,,,25.054648526077095,,47.38333333333333,53.85720108695652,-0.6473867753623189,,118.46145552560647,,,249.88817663817662,,-0.6473867753623189
M,l1092,2851.0,10000,,13.533718244803696,,,25.054648526077095,,47.516666666666666,53.85720108695652,-0.6340534420289856,,118.46145552560647,,,249.88817663817662,,-0.6340534420289856
M,l1093,2859.0,10000,,13.533718244803696,,,25.054648526077095,,47.65,53.85720108695652,-0.6207201086956523,,118.46145552560647,,,249.88817663817662,,-0.6207201086956523
M,l1094,2868.0,10000,,13.533718244803696,,,25.054648526077095,,47.8,53.85720108695652,-0.6057201086956525,,118.46145552560647,,,249.88817663817662,,-0.6057201086956525
M,l1095,2874.0,10000,,13.533718244803696,,,25.054648526077095,,47.9,53.85720108695652,-0.5957201086956523,,118.46145552560647,,,249.88817663817662,,-0.5957201086956523
M,l1096,2881.0,10000,,13.533718244803696,,,25.054648526077095,,48.016666666666666,53.85720108695652,-0.5840534420289856,,118.46145552560647,,,249.88817663817662,,-0.5840534420289856
M,l1097,2895.0,10000,,13.533718244803696,,,25.054648526077095,,48.25,53.85720108695652,-0.5607201086956521,,118.46145552560647,,,249.88817663817662,,-0.5607201086956521
M,l1098,2901.0,10000,,13.533718244803696,,,25.054648526077095,,48.35,53.85720108695652,-0.550720108695652,,118.46145552560647,,,249.88817663817662,,-0.550720108695652
M,l1099,2905.0,10000,,13.533718244803696,,,25.054648526077095,,48.416666666666664,53.85720108695652,-0.5440534420289858,,118.46145552560647,,,249.88817663817662,,-0.5440534420289858
M,l10101,2908.0,10000,,13.533718244803696,,,25.054648526077095,,48.46666666666667,53.85720108695652,-0.5390534420289853,,118.46145552560647,,,249.88817663817662,,-0.5390534420289853
M,l10103,2909.0,10000,,13.533718244803696,,,25.054648526077095,,48.483333333333334,53.85720108695652,-0.5373867753623187,,118.46145552560647,,,249.88817663817662,,-0.5373867753623187
M,l10104,2911.0,10000,,13.533718244803696,,,25.054648526077095,,48.516666666666666,53.85720108695652,-0.5340534420289856,,118.46145552560647,,,249.88817663817662,,-0.5340534420289856
M,l10105,2912.0,10000,,13.533718244803696,,,25.054648526077095,,48.53333333333333,53.85720108695652,-0.532386775362319,,118.46145552560647,,,249.88817663817662,,-0.532386775362319
M,l10106,2912.0,10000,,13.533718244803696,,,25.054648526077095,,48.53333333333333,53.85720108695652,-0.532386775362319,,118.46145552560647,,,249.88817663817662,,-0.532386775362319
M,l10108,2920.0,10000,,13.533718244803696,,,25.054648526077095,,48.666666666666664,53.85720108695652,-0.5190534420289857,,118.46145552560647,,,249.88817663817662,,-0.5190534420289857
M,l10109,2925.0,10000,,13.533718244803696,,,25.054648526077095,,48.75,53.85720108695652,-0.5107201086956522,,118.46145552560647,,,249.88817663817662,,-0.5107201086956522
M,l10111,2931.0,10000,,13.533718244803696,,,25.054648526077095,,48.85,53.85720108695652,-0.5007201086956521,,118.46145552560647,,,249.88817663817662,,-0.5007201086956521
M,l10112,2935.0,10000,,13.533718244803696,,,25.054648526077095,,48.916666666666664,53.85720108695652,-0.49405344202898577,,118.46145552560647,,,249.88817663817662,,-0.49405344202898577
M,l10113,2939.0,10000,,13.533718244803696,,,25.054648526077095,,48.983333333333334,53.85720108695652,-0.4873867753623188,,118.46145552560647,,,249.88817663817662,,-0.4873867753623188
M,l10114,2945.0,10000,,13.533718244803696,,,25.054648526077095,,49.083333333333336,53.85720108695652,-0.4773867753623186,,118.46145552560647,,,249.88817663817662,,-0.4773867753623186
M,l10115,2945.0,10000,,13.533718244803696,,,25.054648526077095,,49.083333333333336,53.85720108695652,-0.4773867753623186,,118.46145552560647,,,249.88817663817662,,-0.4773867753623186
M,l10116,2947.0,10000,,13.533718244803696,,,25.054648526077095,,49.11666666666667,53.85720108695652,-0.47405344202898547,,118.46145552560647,,,249.88817663817662,,-0.47405344202898547
M,l10117,2947.0,10000,,13.533718244803696,,,25.054648526077095,,49.11666666666667,53.85720108695652,-0.47405344202898547,,118.46145552560647,,,249.88817663817662,,-0.47405344202898547
M,l10118,2952.0,10000,,13.533718244803696,,,25.054648526077095,,49.2,53.85720108695652,-0.4657201086956519,,118.46145552560647,,,249.88817663817662,,-0.4657201086956519
M,l10119,2959.0,10000,,13.533718244803696,,,25.054648526077095,,49.31666666666667,53.85720108695652,-0.4540534420289852,,118.46145552560647,,,249.88817663817662,,-0.4540534420289852
M,l10120,2962.0,10000,,13.533718244803696,,,25.054648526077095,,49.36666666666667,53.85720108695652,-0.44905344202898545,,118.46145552560647,,,249.88817663817662,,-0.44905344202898545
M,l10121,2966.0,10000,,13.533718244803696,,,25.054648526077095,,49.43333333333333,53.85720108695652,-0.4423867753623192,,118.46145552560647,,,249.88817663817662,,-0.4423867753623192
M,l10122,2975.0,10000,,13.533718244803696,,,25.054648526077095,,49.583333333333336,53.85720108695652,-0.4273867753623186,,118.46145552560647,,,249.88817663817662,,-0.4273867753623186
M,l10123,2977.0,10000,,13.533718244803696,,,25.054648526077095,,49.61666666666667,53.85720108695652,-0.4240534420289855,,118.46145552560647,,,249.88817663817662,,-0.4240534420289855
M,l10124,2978.0,10000,,13.533718244803696,,,25.054648526077095,,49.63333333333333,53.85720108695652,-0.4223867753623189,,118.46145552560647,,,249.88817663817662,,-0.4223867753623189
M,l10125,2983.0,10000,,13.533718244803696,,,25.054648526077095,,49.71666666666667,53.85720108695652,-0.4140534420289853,,118.46145552560647,,,249.88817663817662,,-0.4140534420289853
M,l10126,2987.0,10000,,13.533718244803696,,,25.054648526077095,,49.78333333333333,53.85720108695652,-0.40738677536231904,,118.46145552560647,,,249.88817663817662,,-0.40738677536231904
M,l10127,2988.0,10000,,13.533718244803696,,,25.054648526077095,,49.8,53.85720108695652,-0.40572010869565245,,118.46145552560647,,,249.88817663817662,,-0.40572010869565245
M,l10129,2994.0,10000,,13.533718244803696,,,25.054648526077095,,49.9,53.85720108695652,-0.39572010869565233,,118.46145552560647,,,249.88817663817662,,-0.39572010869565233
M,l10130,2996.0,10000,,13.533718244803696,,,25.054648526077095,,49.93333333333333,53.85720108695652,-0.3923867753623192,,118.46145552560647,,,249.88817663817662,,-0.3923867753623192
M,l10131,2999.0,10000,,13.533718244803696,,,25.054648526077095,,49.983333333333334,53.85720108695652,-0.38738677536231875,,118.46145552560647,,,249.88817663817662,,-0.38738677536231875
M,l10132,3001.0,10000,,13.533718244803696,,,25.054648526077095,,50.016666666666666,53.85720108695652,-0.3840534420289856,,118.46145552560647,,,249.88817663817662,,-0.3840534420289856
M,l10133,3001.0,10000,,13.533718244803696,,,25.054648526077095,,50.016666666666666,53.85720108695652,-0.3840534420289856,,118.46145552560647,,,249.88817663817662,,-0.3840534420289856
M,l10134,3002.0,10000,,13.533718244803696,,,25.054648526077095,,50.03333333333333,53.85720108695652,-0.382386775362319,,118.46145552560647,,,249.88817663817662,,-0.382386775362319
M,l10135,3008.0,10000,,13.533718244803696,,,25.054648526077095,,50.13333333333333,53.85720108695652,-0.3723867753623189,,118.46145552560647,,,249.88817663817662,,-0.3723867753623189
M,l10136,3016.0,10000,,13.533718244803696,,,25.054648526077095,,50.266666666666666,53.85720108695652,-0.3590534420289856,,118.46145552560647,,,249.88817663817662,,-0.3590534420289856
M,l10137,3021.0,10000,,13.533718244803696,,,25.054648526077095,,50.35,53.85720108695652,-0.35072010869565207,,118.46145552560647,,,249.88817663817662,,-0.35072010869565207
M,l10138,3026.0,10000,,13.533718244803696,,,25.054648526077095,,50.43333333333333,53.85720108695652,-0.3423867753623192,,118.46145552560647,,,249.88817663817662,,-0.3423867753623192
M,l10139,3030.0,10000,,13.533718244803696,,,25.054648526077095,,50.5,53.85720108695652,-0.33572010869565216,,118.46145552560647,,,249.88817663817662,,-0.33572010869565216
M,l10140,3030.0,10000,,13.533718244803696,,,25.054648526077095,,50.5,53.85720108695652,-0.33572010869565216,,118.46145552560647,,,249.88817663817662,,-0.33572010869565216
M,l10141,3032.0,10000,,13.533718244803696,,,25.054648526077095,,50.53333333333333,53.85720108695652,-0.33238677536231903,,118.46145552560647,,,249.88817663817662,,-0.33238677536231903
M,l10142,3047.0,10000,,13.533718244803696,,,25.054648526077095,,50.78333333333333,53.85720108695652,-0.30738677536231906,,118.46145552560647,,,249.88817663817662,,-0.30738677536231906
M,l10143,3049.0,10000,,13.533718244803696,,,25.054648526077095,,50.81666666666667,53.85720108695652,-0.3040534420289852,,118.46145552560647,,,249.88817663817662,,-0.3040534420289852
M,l10144,3049.0,10000,,13.533718244803696,,,25.054648526077095,,50.81666666666667,53.85720108695652,-0.3040534420289852,,118.46145552560647,,,249.88817663817662,,-0.3040534420289852
M,l10145,3052.0,10000,,13.533718244803696,,,25.054648526077095,,50.86666666666667,53.85720108695652,-0.2990534420289855,,118.46145552560647,,,249.88817663817662,,-0.2990534420289855
M,l10148,3070.0,10000,,13.533718244803696,,,25.054648526077095,,51.166666666666664,53.85720108695652,-0.26905344202898573,,118.46145552560647,,,249.88817663817662,,-0.26905344202898573
M,l10149,3071.0,10000,,13.533718244803696,,,25.054648526077095,,51.18333333333333,53.85720108695652,-0.2673867753623192,,118.46145552560647,,,249.88817663817662,,-0.2673867753623192
M,l10151,3078.0,10000,,13.533718244803696,,,25.054648526077095,,51.3,53.85720108695652,-0.2557201086956525,,118.46145552560647,,,249.88817663817662,,-0.2557201086956525
M,l10153,3087.0,10000,,13.533718244803696,,,25.054648526077095,,51.45,53.85720108695652,-0.2407201086956519,,118.46145552560647,,,249.88817663817662,,-0.2407201086956519
M,l10154,3088.0,10000,,13.533718244803696,,,25.054648526077095,,51.46666666666667,53.85720108695652,-0.23905344202898532,,118.46145552560647,,,249.88817663817662,,-0.23905344202898532
M,l10156,3095.0,10000,,13.533718244803696,,,25.054648526077095,,51.583333333333336,53.85720108695652,-0.2273867753623186,,118.46145552560647,,,249.88817663817662,,-0.2273867753623186
M,l10157,3096.0,10000,,13.533718244803696,,,25.054648526077095,,51.6,53.85720108695652,-0.22572010869565204,,118.46145552560647,,,249.88817663817662,,-0.22572010869565204
M,l10160,3112.0,10000,,13.533718244803696,,,25.054648526077095,,51.86666666666667,53.85720108695652,-0.19905344202898548,,118.46145552560647,,,249.88817663817662,,-0.19905344202898548
M,l10161,3112.0,10000,,13.533718244803696,,,25.054648526077095,,51.86666666666667,53.85720108695652,-0.19905344202898548,,118.46145552560647,,,249.88817663817662,,-0.19905344202898548
M,l10162,3113.0,10000,,13.533718244803696,,,25.054648526077095,,51.88333333333333,53.85720108695652,-0.1973867753623189,,118.46145552560647,,,249.88817663817662,,-0.1973867753623189
M,l10163,3119.0,10000,,13.533718244803696,,,25.054648526077095,,51.983333333333334,53.85720108695652,-0.18738677536231876,,118.46145552560647,,,249.88817663817662,,-0.18738677536231876
M,l10164,3125.0,10000,,13.533718244803696,,,25.054648526077095,,52.083333333333336,53.85720108695652,-0.17738677536231862,,118.46145552560647,,,249.88817663817662,,-0.17738677536231862
M,l10166,3128.0,10000,,13.533718244803696,,,25.054648526077095,,52.13333333333333,53.85720108695652,-0.1723867753623189,,118.46145552560647,,,249.88817663817662,,-0.1723867753623189
M,l10167,3129.0,10000,,13.533718244803696,,,25.054648526077095,,52.15,53.85720108695652,-0.17072010869565232,,118.46145552560647,,,249.88817663817662,,-0.17072010869565232
M,l10168,3129.0,10000,,13.533718244803696,,,25.054648526077095,,52.15,53.85720108695652,-0.17072010869565232,,118.46145552560647,,,249.88817663817662,,-0.17072010869565232
M,l10170,3137.0,10000,,13.533718244803696,,,25.054648526077095,,52.28333333333333,53.85720108695652,-0.15738677536231904,,118.46145552560647,,,249.88817663817662,,-0.15738677536231904
M,l10171,3139.0,10000,,13.533718244803696,,,25.054648526077095,,52.31666666666667,53.85720108695652,-0.1540534420289852,,118.46145552560647,,,249.88817663817662,,-0.1540534420289852
M,l10172,3141.0,10000,,13.533718244803696,,,25.054648526077095,,52.35,53.85720108695652,-0.15072010869565206,,118.46145552560647,,,249.88817663817662,,-0.15072010869565206
M,l10173,3145.0,10000,,13.533718244803696,,,25.054648526077095,,52.416666666666664,53.85720108695652,-0.14405344202898576,,118.46145552560647,,,249.88817663817662,,-0.14405344202898576
M,l10174,3149.0,10000,,13.533718244803696,,,25.054648526077095,,52.483333333333334,53.85720108695652,-0.13738677536231875,,118.46145552560647,,,249.88817663817662,,-0.13738677536231875
