Gender,Name,Time,Distance
F,l5h136,2027.0,5000
F,l5h137,2029.0,5000
F,l5h138,2030.0,5000
F,l5h139,2025.0,5000
F,l5h140,2056.0,5000
F,l5h144,2183.0,5000
F,l5h146,2602.0,5000
M,l30,554.0,3000
M,l31,556.0,3000
M,l32,557.0,3000
M,l33,566.0,3000
M,l34,574.0,3000
M,l35,575.0,3000
M,l36,577.0,3000
M,l37,580.0,3000
M,l38,582.0,3000
M,l39,585.0,3000
M,l310,586.0,3000
M,l311,586.0,3000
M,l312,588.0,3000
M,l313,589.0,3000
M,l314,589.0,3000
M,l315,590.0,3000
M,l316,592.0,3000
M,l317,594.0,3000
M,l318,595.0,3000
M,l319,596.0,3000
M,l320,596.0,3000
M,l321,598.0,3000
M,l322,602.0,3000
M,l323,602.0,3000
M,l324,603.0,3000
M,l325,604.0,3000
M,l326,605.0,3000
M,l327,607.0,3000
M,l328,607.0,3000
M,l329,609.0,3000
M,l330,609.0,3000
M,l331,610.0,3000
M,l332,610.0,3000
M,l333,610.0,3000
M,l334,612.0,3000
M,l335,613.0,3000
M,l336,614.0,3000
M,l337,616.0,3000
M,l338,617.0,3000
M,l339,618.0,3000
M,l340,620.0,3000
M,l341,621.0,3000
M,l342,621.0,3000
M,l344,622.0,3000
M,l345,623.0,3000
M,l346,623.0,3000
M,l347,623.0,3000
M,l348,623.0,3000
M,l349,624.0,3000
M,l350,625.0,3000
M,l351,626.0,3000
M,l352,627.0,3000
M,l353,627.0,3000
M,l354,628.0,3000
M,l355,628.0,3000
M,l356,628.0,3000
M,l357,631.0,3000
M,l358,632.0,3000
M,l359,632.0,3000
M,l360,634.0,3000
M,l361,635.0,3000
M,l362,635.0,3000
M,l363,636.0,3000
M,l364,636.0,3000
M,l365,636.0,3000
M,l366,638.0,3000
M,l367,639.0,3000
M,l368,642.0,3000
M,l369,643.0,3000
M,l370,644.0,3000
M,l371,644.0,3000
M,l372,645.0,3000
M,l373,647.0,3000
M,l374,648.0,3000
M,l375,648.0,3000
M,l376,649.0,3000
M,l377,650.0,3000
M,l378,650.0,3000
M,l379,651.0,3000
M,l380,651.0,3000
M,l381,652.0,3000
M,l382,652.0,3000
M,l383,653.0,3000
M,l384,655.0,3000
M,l385,656.0,3000
M,l386,657.0,3000
M,l387,658.0,3000
M,l388,660.0,3000
M,l389,660.0,3000
M,l390,661.0,3000
M,l391,662.0,3000
M,l392,662.0,3000
M,l393,662.0,3000
M,l394,663.0,3000
M,l395,663.0,3000
M,l397,664.0,3000
M,l398,665.0,3000
M,l399,665.0,3000
M,l3100,666.0,3000
M,l3101,667.0,3000
M,l3102,667.0,3000
M,l3103,668.0,3000
M,l3104,668.0,3000
M,l3105,668.0,3000
M,l3106,670.0,3000
M,l3107,670.0,3000
M,l3108,671.0,3000
M,l3109,673.0,3000
M,l3110,674.0,3000
M,l3111,676.0,3000
M,l3112,676.0,3000
M,l3114,676.0,3000
M,l3116,679.0,3000
M,l3117,679.0,3000
M,l3118,680.0,3000
M,l3119,682.0,3000
M,l3120,682.0,3000
M,l3121,683.0,3000
M,l3122,685.0,3000
M,l3123,688.0,3000
M,l3125,688.0,3000
M,l3126,689.0,3000
M,l3128,692.0,3000
M,l3129,692.0,3000
M,l3130,692.0,3000
M,l3132,695.0,3000
M,l3133,696.0,3000
M,l3134,697.0,3000
M,l3135,699.0,3000
M,l3136,700.0,3000
M,l3137,701.0,3000
M,l3138,701.0,3000
M,l3139,701.0,3000
M,l3140,702.0,3000
M,l3141,706.0,3000
M,l3142,707.0,3000
M,l3143,709.0,3000
M,l3144,711.0,3000
M,l3145,711.0,3000
M,l3146,712.0,3000
M,l3147,713.0,3000
M,l3149,713.0,3000
M,l3150,714.0,3000
M,l3153,721.0,3000
M,l3155,726.0,3000
M,l3156,728.0,3000
M,l3157,728.0,3000
M,l3158,730.0,3000
M,l3159,730.0,3000
M,l3160,732.0,3000
M,l3161,733.0,3000
M,l3162,733.0,3000
M,l3164,735.0,3000
M,l3165,735.0,3000
M,l3166,735.0,3000
M,l3168,738.0,3000
M,l3169,739.0,3000
M,l3170,739.0,3000
M,l3172,741.0,3000
M,l3175,744.0,3000
M,l3177,748.0,3000
M,l3179,751.0,3000
M,l3181,753.0,3000
M,l3183,754.0,3000
M,l3185,756.0,3000
M,l3186,757.0,3000
M,l3187,758.0,3000
M,l3188,760.0,3000
M,l3189,763.0,3000
M,l3190,763.0,3000
M,l3191,764.0,3000
M,l3193,768.0,3000
M,l3196,771.0,3000
M,l3198,773.0,3000
M,l3201,778.0,3000
M,l3202,780.0,3000
M,l3204,783.0,3000
M,l3205,784.0,3000
M,l3206,784.0,3000
M,l3207,784.0,3000
M,l3208,785.0,3000
M,l3209,786.0,3000
M,l3210,787.0,3000
M,l3212,793.0,3000
M,l3214,795.0,3000
M,l3215,795.0,3000
M,l3221,799.0,3000
M,l3222,804.0,3000
M,l3223,804.0,3000
M,l3225,806.0,3000
M,l3226,806.0,3000
M,l3231,810.0,3000
M,l3234,812.0,3000
M,l3235,813.0,3000
M,l3237,816.0,3000
M,l3239,817.0,3000
M,l3240,819.0,3000
M,l3243,821.0,3000
M,l3246,823.0,3000
M,l3250,826.0,3000
M,l3252,828.0,3000
M,l3253,830.0,3000
M,l3255,832.0,3000
M,l3257,838.0,3000
M,l3258,839.0,3000
M,l3261,841.0,3000
M,l3262,842.0,3000
M,l3263,842.0,3000
M,l3264,843.0,3000
M,l3269,844.0,3000
M,l3270,846.0,3000
M,l3271,846.0,3000
M,l3275,850.0,3000
M,l3276,851.0,3000
M,l3277,856.0,3000
M,l3279,862.0,3000
M,l3284,865.0,3000
M,l3289,869.0,3000
M,l3290,869.0,3000
M,l3291,870.0,3000
M,l3292,870.0,3000
M,l3293,871.0,3000
M,l3295,874.0,3000
M,l3297,877.0,3000
M,l3301,881.0,3000
M,l3303,882.0,3000
M,l3306,884.0,3000
M,l3309,885.0,3000
M,l3311,889.0,3000
M,l3313,890.0,3000
M,l3314,892.0,3000
M,l3317,897.0,3000
M,l3318,901.0,3000
M,l3319,902.0,3000
M,l3321,903.0,3000
M,l3325,906.0,3000
M,l3326,906.0,3000
M,l3329,909.0,3000
M,l3330,911.0,3000
M,l3331,912.0,3000
M,l3340,935.0,3000
M,l3344,947.0,3000
M,l3347,952.0,3000
M,l3349,958.0,3000
M,l3350,959.0,3000
M,l3354,972.0,3000
M,l3356,974.0,3000
M,l3359,978.0,3000
M,l3360,982.0,3000
M,l3362,987.0,3000
M,l3363,988.0,3000
M,l3364,989.0,3000
M,l3370,1016.0,3000
M,l3371,1017.0,3000
M,l3372,1026.0,3000
M,l3376,1030.0,3000
M,l3385,1052.0,3000
M,l3391,1060.0,3000
M,l3402,1097.0,3000
M,l3422,1235.0,3000
M,l3426,1299.0,3000
F,l343,622.0,3000
F,l396,663.0,3000
F,l3113,676.0,3000
F,l3115,677.0,3000
F,l3124,688.0,3000
F,l3127,691.0,3000
F,l3131,692.0,3000
F,l3148,713.0,3000
F,l3151,717.0,3000
F,l3152,717.0,3000
F,l3154,725.0,3000
F,l3163,734.0,3000
F,l3167,737.0,3000
F,l3171,740.0,3000
F,l3173,742.0,3000
F,l3174,743.0,3000
F,l3176,744.0,3000
F,l3178,749.0,3000
F,l3180,751.0,3000
F,l3182,754.0,3000
F,l3184,755.0,3000
F,l3192,767.0,3000
F,l3194,768.0,3000
F,l3195,771.0,3000
F,l3197,773.0,3000
F,l3199,774.0,3000
F,l3200,775.0,3000
F,l3203,783.0,3000
F,l3211,790.0,3000
F,l3213,794.0,3000
F,l3216,796.0,3000
F,l3217,796.0,3000
F,l3218,797.0,3000
F,l3219,799.0,3000
F,l3220,799.0,3000
F,l3224,805.0,3000
F,l3227,806.0,3000
F,l3228,807.0,3000
F,l3229,808.0,3000
F,l3230,808.0,3000
F,l3232,810.0,3000
F,l3233,811.0,3000
F,l3236,816.0,3000
F,l3238,816.0,3000
F,l3241,819.0,3000
F,l3242,819.0,3000
F,l3244,822.0,3000
F,l3245,822.0,3000
F,l3247,824.0,3000
F,l3248,825.0,3000
F,l3249,825.0,3000
F,l3251,826.0,3000
F,l3254,832.0,3000
F,l3256,837.0,3000
F,l3259,839.0,3000
F,l3260,841.0,3000
F,l3265,843.0,3000
F,l3266,844.0,3000
F,l3267,844.0,3000
F,l3268,844.0,3000
F,l3272,848.0,3000
F,l3273,848.0,3000
F,l3274,849.0,3000
F,l3278,857.0,3000
F,l3280,863.0,3000
F,l3281,863.0,3000
F,l3282,864.0,3000
F,l3283,864.0,3000
F,l3285,865.0,3000
F,l3286,867.0,3000
F,l3287,867.0,3000
F,l3288,868.0,3000
F,l3294,872.0,3000
F,l3296,877.0,3000
F,l3298,880.0,3000
F,l3299,880.0,3000
F,l3300,881.0,3000
F,l3302,882.0,3000
F,l3304,883.0,3000
F,l3305,884.0,3000
F,l3307,885.0,3000
F,l3308,885.0,3000
F,l3310,888.0,3000
F,l3312,889.0,3000
F,l3315,892.0,3000
F,l3316,895.0,3000
F,l3320,903.0,3000
F,l3322,904.0,3000
F,l3323,905.0,3000
F,l3324,905.0,3000
F,l3327,908.0,3000
F,l3328,909.0,3000
F,l3332,913.0,3000
F,l3333,914.0,3000
F,l3334,915.0,3000
F,l3335,916.0,3000
F,l3336,922.0,3000
F,l3337,926.0,3000
F,l3338,928.0,3000
F,l3339,935.0,3000
F,l3341,936.0,3000
F,l3342,939.0,3000
F,l3343,944.0,3000
F,l3345,948.0,3000
F,l3346,949.0,3000
F,l3348,957.0,3000
F,l3351,961.0,3000
F,l3352,963.0,3000
F,l3353,970.0,3000
F,l3355,973.0,3000
F,l3357,977.0,3000
F,l3358,978.0,3000
F,l3361,986.0,3000
F,l3365,993.0,3000
F,l3366,1004.0,3000
F,l3367,1005.0,3000
F,l3368,1012.0,3000
F,l3369,1015.0,3000
F,l3373,1027.0,3000
F,l3374,1029.0,3000
F,l3375,1030.0,3000
F,l3377,1035.0,3000
F,l3378,1035.0,3000
F,l3379,1035.0,3000
F,l3380,1037.0,3000
F,l3381,1046.0,3000
F,l3382,1047.0,3000
F,l3383,1050.0,3000
F,l3384,1052.0,3000
F,l3386,1054.0,3000
F,l3387,1054.0,3000
F,l3388,1054.0,3000
F,l3389,1055.0,3000
F,l3390,1057.0,3000
F,l3392,1063.0,3000
F,l3393,1069.0,3000
F,l3394,1072.0,3000
F,l3395,1073.0,3000
F,l3396,1073.0,3000
F,l3397,1082.0,3000
F,l3398,1089.0,3000
F,l3399,1092.0,3000
F,l3400,1093.0,3000
F,l3401,1096.0,3000
F,l3403,1099.0,3000
F,l3404,1109.0,3000
F,l3405,1130.0,3000
F,l3406,1140.0,3000
F,l3407,1143.0,3000
F,l3408,1144.0,3000
F,l3409,1151.0,3000
F,l3410,1152.0,3000
F,l3411,1153.0,3000
F,l3412,1165.0,3000
F,l3413,1175.0,3000
F,l3414,1177.0,3000
F,l3415,1184.0,3000
F,l3416,1184.0,3000
F,l3417,1196.0,3000
F,l3418,1197.0,3000
F,l3419,1205.0,3000
F,l3420,1211.0,3000
F,l3421,1219.0,3000
F,l3423,1252.0,3000
F,l3424,1257.0,3000
F,l3425,1296.0,3000
F,l3427,1368.0,3000
F,l3428,1403.0,3000
F,l3429,1432.0,3000
M,gof,780.0,3000
M,gof,720.0,3000
M,gof,1260.0,5000
M,gof,2460.0,10000
M,gof,2400.0,10000
M,gof,2460.0,10000
